Ruta,Fecha,DiaSemana,Intervalo,Feriado,EventoEspecial,FlujoVehicular,Congestion
Av. universitaria,2025-05-06,Martes,02:00-03:00,no,ninguno,21,muy bajo
Av. universitaria,2025-05-06,Martes,03:00-04:00,no,ninguno,22,muy bajo
Av. universitaria,2025-05-06,Martes,04:00-05:00,no,ninguno,24,muy bajo
Av. universitaria,2025-05-06,Martes,05:00-06:00,no,ninguno,206,alto
Av. universitaria,2025-05-06,Martes,06:00-07:00,no,ninguno,111,bajo
Av. universitaria,2025-05-06,Martes,07:00-08:00,no,ninguno,113,bajo
Av. universitaria,2025-05-06,Martes,08:00-09:00,no,ninguno,137,regular
Av. universitaria,2025-05-06,Martes,09:00-10:00,no,ninguno,142,regular
Av. universitaria,2025-05-06,Martes,10:00-11:00,no,ninguno,174,regular
Av. universitaria,2025-05-06,Martes,11:00-12:00,no,ninguno,133,regular
Av. universitaria,2025-05-06,Martes,12:00-13:00,no,ninguno,96,bajo
Av. universitaria,2025-05-06,Martes,13:00-14:00,no,ninguno,113,bajo
Av. universitaria,2025-05-06,Martes,14:00-15:00,no,ninguno,105,bajo
Av. universitaria,2025-05-06,Martes,15:00-16:00,no,ninguno,143,regular
Av. universitaria,2025-05-06,Martes,16:00-17:00,no,ninguno,147,regular
Av. universitaria,2025-05-06,Martes,17:00-18:00,no,ninguno,286,alto
Av. universitaria,2025-05-06,Martes,18:00-19:00,no,ninguno,192,alto
Av. universitaria,2025-05-06,Martes,19:00-20:00,no,ninguno,141,regular
Av. universitaria,2025-05-06,Martes,20:00-21:00,no,ninguno,223,alto
Av. universitaria,2025-05-06,Martes,21:00-22:00,no,ninguno,66,bajo
Av. universitaria,2025-05-06,Martes,22:00-23:00,no,ninguno,141,regular
Av. universitaria,2025-05-06,Martes,23:00-00:00,no,ninguno,117,bajo
Av. la marina,2025-05-06,Martes,00:00-01:00,no,ninguno,19,muy bajo
Av. la marina,2025-05-06,Martes,01:00-02:00,no,ninguno,32,muy bajo
Av. la marina,2025-05-06,Martes,02:00-03:00,no,ninguno,36,muy bajo
Av. la marina,2025-05-06,Martes,03:00-04:00,no,ninguno,33,muy bajo
Av. la marina,2025-05-06,Martes,04:00-05:00,no,ninguno,13,muy bajo
Av. la marina,2025-05-06,Martes,05:00-06:00,no,ninguno,148,regular
Av. la marina,2025-05-06,Martes,06:00-07:00,no,ninguno,190,alto
Av. la marina,2025-05-06,Martes,07:00-08:00,no,ninguno,175,regular
Av. la marina,2025-05-06,Martes,08:00-09:00,no,ninguno,166,regular
Av. la marina,2025-05-06,Martes,09:00-10:00,no,ninguno,98,bajo
Av. la marina,2025-05-06,Martes,10:00-11:00,no,ninguno,175,regular
Av. la marina,2025-05-06,Martes,11:00-12:00,no,ninguno,161,regular
Av. la marina,2025-05-06,Martes,12:00-13:00,no,ninguno,155,regular
Av. la marina,2025-05-06,Martes,13:00-14:00,no,ninguno,167,regular
Av. la marina,2025-05-06,Martes,14:00-15:00,no,ninguno,135,regular
Av. la marina,2025-05-06,Martes,15:00-16:00,no,ninguno,99,bajo
Av. la marina,2025-05-06,Martes,16:00-17:00,no,ninguno,125,regular
Av. la marina,2025-05-06,Martes,17:00-18:00,no,ninguno,195,alto
Av. la marina,2025-05-06,Martes,18:00-19:00,no,ninguno,192,alto
Av. la marina,2025-05-06,Martes,19:00-20:00,no,ninguno,241,alto
Av. la marina,2025-05-06,Martes,20:00-21:00,no,ninguno,175,regular
Av. la marina,2025-05-06,Martes,21:00-22:00,no,ninguno,135,regular
Av. la marina,2025-05-06,Martes,22:00-23:00,no,ninguno,121,regular
Av. la marina,2025-05-06,Martes,23:00-00:00,no,ninguno,112,bajo
Av. abancay,2025-05-06,Martes,00:00-01:00,no,ninguno,36,muy bajo
Av. abancay,2025-05-06,Martes,01:00-02:00,no,ninguno,39,muy bajo
Av. abancay,2025-05-06,Martes,02:00-03:00,no,ninguno,17,muy bajo
Av. abancay,2025-05-06,Martes,03:00-04:00,no,ninguno,34,muy bajo
Av. abancay,2025-05-06,Martes,04:00-05:00,no,ninguno,23,muy bajo
Av. abancay,2025-05-06,Martes,05:00-06:00,no,ninguno,214,alto
Av. abancay,2025-05-06,Martes,06:00-07:00,no,ninguno,226,alto
Av. abancay,2025-05-06,Martes,07:00-08:00,no,ninguno,174,regular
Av. abancay,2025-05-06,Martes,08:00-09:00,no,ninguno,153,regular
Av. abancay,2025-05-06,Martes,09:00-10:00,no,ninguno,101,bajo
Av. abancay,2025-05-06,Martes,10:00-11:00,no,ninguno,150,regular
Av. abancay,2025-05-06,Martes,11:00-12:00,no,ninguno,99,bajo
Av. abancay,2025-05-06,Martes,12:00-13:00,no,ninguno,112,bajo
Av. abancay,2025-05-06,Martes,13:00-14:00,no,ninguno,172,regular
Av. abancay,2025-05-06,Martes,14:00-15:00,no,ninguno,102,bajo
Av. abancay,2025-05-06,Martes,15:00-16:00,no,ninguno,96,bajo
Av. abancay,2025-05-06,Martes,16:00-17:00,no,ninguno,165,regular
Av. abancay,2025-05-06,Martes,17:00-18:00,no,ninguno,257,alto
Av. abancay,2025-05-06,Martes,18:00-19:00,no,ninguno,196,alto
Av. abancay,2025-05-06,Martes,19:00-20:00,no,ninguno,218,alto
Av. abancay,2025-05-06,Martes,20:00-21:00,no,ninguno,130,regular
Av. abancay,2025-05-06,Martes,21:00-22:00,no,ninguno,110,bajo
Av. abancay,2025-05-06,Martes,22:00-23:00,no,ninguno,122,regular
Av. abancay,2025-05-06,Martes,23:00-00:00,no,ninguno,130,regular
Av. mexico,2025-05-06,Martes,00:00-01:00,no,ninguno,22,muy bajo
Av. mexico,2025-05-06,Martes,01:00-02:00,no,ninguno,18,muy bajo
Av. mexico,2025-05-06,Martes,02:00-03:00,no,ninguno,34,muy bajo
Av. mexico,2025-05-06,Martes,03:00-04:00,no,ninguno,48,muy bajo
Av. mexico,2025-05-06,Martes,04:00-05:00,no,ninguno,49,muy bajo
Av. mexico,2025-05-06,Martes,05:00-06:00,no,ninguno,141,regular
Av. mexico,2025-05-06,Martes,06:00-07:00,no,ninguno,119,bajo
Av. mexico,2025-05-06,Martes,07:00-08:00,no,ninguno,231,alto
Av. mexico,2025-05-06,Martes,08:00-09:00,no,ninguno,128,regular
Av. mexico,2025-05-06,Martes,09:00-10:00,no,ninguno,133,regular
Av. mexico,2025-05-06,Martes,10:00-11:00,no,ninguno,110,bajo
Av. mexico,2025-05-06,Martes,11:00-12:00,no,ninguno,106,bajo
Av. mexico,2025-05-06,Martes,12:00-13:00,no,ninguno,179,regular
Av. mexico,2025-05-06,Martes,13:00-14:00,no,ninguno,105,bajo
Av. mexico,2025-05-06,Martes,14:00-15:00,no,ninguno,107,bajo
Av. mexico,2025-05-06,Martes,15:00-16:00,no,ninguno,107,bajo
Av. mexico,2025-05-06,Martes,16:00-17:00,no,ninguno,103,bajo
Av. mexico,2025-05-06,Martes,17:00-18:00,no,ninguno,206,alto
Av. mexico,2025-05-06,Martes,18:00-19:00,no,ninguno,289,alto
Av. mexico,2025-05-06,Martes,19:00-20:00,no,ninguno,240,alto
Av. mexico,2025-05-06,Martes,20:00-21:00,no,ninguno,277,alto
Av. mexico,2025-05-06,Martes,21:00-22:00,no,ninguno,108,bajo
Av. mexico,2025-05-06,Martes,22:00-23:00,no,ninguno,96,bajo
Av. mexico,2025-05-06,Martes,23:00-00:00,no,ninguno,111,bajo
Av. argentina,2025-05-06,Martes,00:00-01:00,no,ninguno,14,muy bajo
Av. argentina,2025-05-06,Martes,01:00-02:00,no,ninguno,34,muy bajo
Av. argentina,2025-05-06,Martes,02:00-03:00,no,ninguno,19,muy bajo
Av. argentina,2025-05-06,Martes,03:00-04:00,no,ninguno,27,muy bajo
Av. argentina,2025-05-06,Martes,04:00-05:00,no,ninguno,15,muy bajo
Av. argentina,2025-05-06,Martes,05:00-06:00,no,ninguno,140,regular
Av. argentina,2025-05-06,Martes,06:00-07:00,no,ninguno,101,bajo
Av. argentina,2025-05-06,Martes,07:00-08:00,no,ninguno,191,alto
Av. argentina,2025-05-06,Martes,08:00-09:00,no,ninguno,173,regular
Av. argentina,2025-05-06,Martes,09:00-10:00,no,ninguno,93,bajo
Av. argentina,2025-05-06,Martes,10:00-11:00,no,ninguno,159,regular
Av. argentina,2025-05-06,Martes,11:00-12:00,no,ninguno,167,regular
Av. argentina,2025-05-06,Martes,12:00-13:00,no,ninguno,153,regular
Av. argentina,2025-05-06,Martes,13:00-14:00,no,ninguno,145,regular
Av. argentina,2025-05-06,Martes,14:00-15:00,no,ninguno,131,regular
Av. argentina,2025-05-06,Martes,15:00-16:00,no,ninguno,125,regular
Av. argentina,2025-05-06,Martes,16:00-17:00,no,ninguno,98,bajo
Av. argentina,2025-05-06,Martes,17:00-18:00,no,ninguno,182,alto
Av. argentina,2025-05-06,Martes,18:00-19:00,no,ninguno,153,regular
Av. argentina,2025-05-06,Martes,19:00-20:00,no,ninguno,180,regular
Av. argentina,2025-05-06,Martes,20:00-21:00,no,ninguno,274,alto
Av. argentina,2025-05-06,Martes,21:00-22:00,no,ninguno,72,bajo
Av. argentina,2025-05-06,Martes,22:00-23:00,no,ninguno,149,regular
Av. argentina,2025-05-06,Martes,23:00-00:00,no,ninguno,107,bajo
Av. venezuela,2025-05-06,Martes,00:00-01:00,no,ninguno,50,muy bajo
Av. venezuela,2025-05-06,Martes,01:00-02:00,no,ninguno,14,muy bajo
Av. venezuela,2025-05-06,Martes,02:00-03:00,no,ninguno,13,muy bajo
Av. venezuela,2025-05-06,Martes,03:00-04:00,no,ninguno,31,muy bajo
Av. venezuela,2025-05-06,Martes,04:00-05:00,no,ninguno,50,muy bajo
Av. venezuela,2025-05-06,Martes,05:00-06:00,no,ninguno,158,regular
Av. venezuela,2025-05-06,Martes,06:00-07:00,no,ninguno,101,bajo
Av. venezuela,2025-05-06,Martes,07:00-08:00,no,ninguno,136,regular
Av. venezuela,2025-05-06,Martes,08:00-09:00,no,ninguno,172,regular
Av. venezuela,2025-05-06,Martes,09:00-10:00,no,ninguno,170,regular
Av. venezuela,2025-05-06,Martes,10:00-11:00,no,ninguno,169,regular
Av. venezuela,2025-05-06,Martes,11:00-12:00,no,ninguno,101,bajo
Av. venezuela,2025-05-06,Martes,12:00-13:00,no,ninguno,160,regular
Av. venezuela,2025-05-06,Martes,13:00-14:00,no,ninguno,158,regular
Av. venezuela,2025-05-06,Martes,14:00-15:00,no,ninguno,167,regular
Av. venezuela,2025-05-06,Martes,15:00-16:00,no,ninguno,115,bajo
Av. venezuela,2025-05-06,Martes,16:00-17:00,no,ninguno,147,regular
Av. venezuela,2025-05-06,Martes,17:00-18:00,no,ninguno,146,regular
Av. venezuela,2025-05-06,Martes,18:00-19:00,no,ninguno,160,regular
Av. venezuela,2025-05-06,Martes,19:00-20:00,no,ninguno,188,alto
Av. venezuela,2025-05-06,Martes,20:00-21:00,no,ninguno,266,alto
Av. venezuela,2025-05-06,Martes,21:00-22:00,no,ninguno,76,bajo
Av. venezuela,2025-05-06,Martes,22:00-23:00,no,ninguno,93,bajo
Av. venezuela,2025-05-06,Martes,23:00-00:00,no,ninguno,85,bajo
Av. paseo de la república,2025-05-07,Miercoles,00:00-01:00,no,Paro,17,muy bajo
Av. paseo de la república,2025-05-07,Miercoles,01:00-02:00,no,Paro,9,muy bajo
Av. paseo de la república,2025-05-07,Miercoles,02:00-03:00,no,Paro,5,muy bajo
Av. paseo de la república,2025-05-07,Miercoles,03:00-04:00,no,Paro,14,muy bajo
Av. paseo de la república,2025-05-07,Miercoles,04:00-05:00,no,Paro,22,muy bajo
Av. paseo de la república,2025-05-07,Miercoles,05:00-06:00,no,Paro,86,bajo
Av. paseo de la república,2025-05-07,Miercoles,06:00-07:00,no,Paro,104,bajo
Av. paseo de la república,2025-05-07,Miercoles,07:00-08:00,no,Paro,73,bajo
Av. paseo de la república,2025-05-07,Miercoles,08:00-09:00,no,Paro,83,bajo
Av. paseo de la república,2025-05-07,Miercoles,09:00-10:00,no,Paro,81,bajo
Av. paseo de la república,2025-05-07,Miercoles,10:00-11:00,no,Paro,68,bajo
Av. paseo de la república,2025-05-07,Miercoles,11:00-12:00,no,Paro,71,bajo
Av. paseo de la república,2025-05-07,Miercoles,12:00-13:00,no,Paro,54,bajo
Av. paseo de la república,2025-05-07,Miercoles,13:00-14:00,no,Paro,82,bajo
Av. paseo de la república,2025-05-07,Miercoles,14:00-15:00,no,Paro,51,bajo
Av. paseo de la república,2025-05-07,Miercoles,15:00-16:00,no,Paro,82,bajo
Av. paseo de la república,2025-05-07,Miercoles,16:00-17:00,no,Paro,56,bajo
Av. paseo de la república,2025-05-07,Miercoles,17:00-18:00,no,Paro,74,bajo
Av. paseo de la república,2025-05-07,Miercoles,18:00-19:00,no,Paro,79,bajo
Av. paseo de la república,2025-05-07,Miercoles,19:00-20:00,no,Paro,106,bajo
Av. paseo de la república,2025-05-07,Miercoles,20:00-21:00,no,Paro,79,bajo
Av. paseo de la república,2025-05-07,Miercoles,21:00-22:00,no,Paro,47,muy bajo
Av. paseo de la república,2025-05-07,Miercoles,22:00-23:00,no,Paro,68,bajo
Av. paseo de la república,2025-05-07,Miercoles,23:00-00:00,no,Paro,45,muy bajo
Av. alfredo benavides,2025-05-07,Miercoles,00:00-01:00,no,Paro,11,muy bajo
Av. alfredo benavides,2025-05-07,Miercoles,01:00-02:00,no,Paro,5,muy bajo
Av. alfredo benavides,2025-05-07,Miercoles,02:00-03:00,no,Paro,20,muy bajo
Av. alfredo benavides,2025-05-07,Miercoles,03:00-04:00,no,Paro,10,muy bajo
Av. alfredo benavides,2025-05-07,Miercoles,04:00-05:00,no,Paro,14,muy bajo
Av. alfredo benavides,2025-05-07,Miercoles,05:00-06:00,no,Paro,106,bajo
Av. alfredo benavides,2025-05-07,Miercoles,06:00-07:00,no,Paro,95,bajo
Av. alfredo benavides,2025-05-07,Miercoles,07:00-08:00,no,Paro,97,bajo
Av. alfredo benavides,2025-05-07,Miercoles,08:00-09:00,no,Paro,65,bajo
Av. alfredo benavides,2025-05-07,Miercoles,09:00-10:00,no,Paro,69,bajo
Av. alfredo benavides,2025-05-07,Miercoles,10:00-11:00,no,Paro,58,bajo
Av. alfredo benavides,2025-05-07,Miercoles,11:00-12:00,no,Paro,74,bajo
Av. alfredo benavides,2025-05-07,Miercoles,12:00-13:00,no,Paro,83,bajo
Av. alfredo benavides,2025-05-07,Miercoles,13:00-14:00,no,Paro,75,bajo
Av. alfredo benavides,2025-05-07,Miercoles,14:00-15:00,no,Paro,77,bajo
Av. alfredo benavides,2025-05-07,Miercoles,15:00-16:00,no,Paro,66,bajo
Av. alfredo benavides,2025-05-07,Miercoles,16:00-17:00,no,Paro,87,bajo
Av. alfredo benavides,2025-05-07,Miercoles,17:00-18:00,no,Paro,79,bajo
Av. alfredo benavides,2025-05-07,Miercoles,18:00-19:00,no,Paro,146,regular
Av. alfredo benavides,2025-05-07,Miercoles,19:00-20:00,no,Paro,105,bajo
Av. alfredo benavides,2025-05-07,Miercoles,20:00-21:00,no,Paro,139,regular
Av. alfredo benavides,2025-05-07,Miercoles,21:00-22:00,no,Paro,52,bajo
Av. alfredo benavides,2025-05-07,Miercoles,22:00-23:00,no,Paro,73,bajo
Av. alfredo benavides,2025-05-07,Miercoles,23:00-00:00,no,Paro,32,muy bajo
Av. universitaria,2025-05-07,Miercoles,00:00-01:00,no,Paro,7,muy bajo
Av. universitaria,2025-05-07,Miercoles,01:00-02:00,no,Paro,10,muy bajo
Av. universitaria,2025-05-07,Miercoles,02:00-03:00,no,Paro,23,muy bajo
Av. universitaria,2025-05-07,Miercoles,03:00-04:00,no,Paro,20,muy bajo
Av. universitaria,2025-05-07,Miercoles,04:00-05:00,no,Paro,13,muy bajo
Av. universitaria,2025-05-07,Miercoles,05:00-06:00,no,Paro,82,bajo
Av. universitaria,2025-05-07,Miercoles,06:00-07:00,no,Paro,121,regular
Av. universitaria,2025-05-07,Miercoles,07:00-08:00,no,Paro,101,bajo
Av. universitaria,2025-05-07,Miercoles,08:00-09:00,no,Paro,61,bajo
Av. universitaria,2025-05-07,Miercoles,09:00-10:00,no,Paro,60,bajo
Av. universitaria,2025-05-07,Miercoles,10:00-11:00,no,Paro,72,bajo
Av. universitaria,2025-05-07,Miercoles,11:00-12:00,no,Paro,62,bajo
Av. universitaria,2025-05-07,Miercoles,12:00-13:00,no,Paro,49,muy bajo
Av. universitaria,2025-05-07,Miercoles,13:00-14:00,no,Paro,52,bajo
Av. universitaria,2025-05-07,Miercoles,14:00-15:00,no,Paro,89,bajo
Av. universitaria,2025-05-07,Miercoles,15:00-16:00,no,Paro,83,bajo
Av. universitaria,2025-05-07,Miercoles,16:00-17:00,no,Paro,76,bajo
Av. universitaria,2025-05-07,Miercoles,17:00-18:00,no,Paro,77,bajo
Av. universitaria,2025-05-07,Miercoles,18:00-19:00,no,Paro,81,bajo
Av. universitaria,2025-05-07,Miercoles,19:00-20:00,no,Paro,117,bajo
Av. universitaria,2025-05-07,Miercoles,20:00-21:00,no,Paro,139,regular
Av. universitaria,2025-05-07,Miercoles,21:00-22:00,no,Paro,36,muy bajo
Av. universitaria,2025-05-07,Miercoles,22:00-23:00,no,Paro,32,muy bajo
Av. universitaria,2025-05-07,Miercoles,23:00-00:00,no,Paro,65,bajo
Av. la marina,2025-05-07,Miercoles,00:00-01:00,no,Paro,24,muy bajo
Av. la marina,2025-05-07,Miercoles,01:00-02:00,no,Paro,19,muy bajo
Av. la marina,2025-05-07,Miercoles,02:00-03:00,no,Paro,6,muy bajo
Av. la marina,2025-05-07,Miercoles,03:00-04:00,no,Paro,12,muy bajo
Av. la marina,2025-05-07,Miercoles,04:00-05:00,no,Paro,23,muy bajo
Av. la marina,2025-05-07,Miercoles,05:00-06:00,no,Paro,81,bajo
Av. la marina,2025-05-07,Miercoles,06:00-07:00,no,Paro,108,bajo
Av. la marina,2025-05-07,Miercoles,07:00-08:00,no,Paro,122,regular
Av. la marina,2025-05-07,Miercoles,08:00-09:00,no,Paro,74,bajo
Av. la marina,2025-05-07,Miercoles,09:00-10:00,no,Paro,50,muy bajo
Av. la marina,2025-05-07,Miercoles,10:00-11:00,no,Paro,58,bajo
Av. la marina,2025-05-07,Miercoles,11:00-12:00,no,Paro,87,bajo
Av. la marina,2025-05-07,Miercoles,12:00-13:00,no,Paro,64,bajo
Av. la marina,2025-05-07,Miercoles,13:00-14:00,no,Paro,88,bajo
Av. la marina,2025-05-07,Miercoles,14:00-15:00,no,Paro,45,muy bajo
Av. la marina,2025-05-07,Miercoles,15:00-16:00,no,Paro,73,bajo
Av. la marina,2025-05-07,Miercoles,16:00-17:00,no,Paro,65,bajo
Av. la marina,2025-05-07,Miercoles,17:00-18:00,no,Paro,138,regular
Av. la marina,2025-05-07,Miercoles,18:00-19:00,no,Paro,65,bajo
Av. la marina,2025-05-07,Miercoles,19:00-20:00,no,Paro,92,bajo
Av. la marina,2025-05-07,Miercoles,20:00-21:00,no,Paro,118,bajo
Av. la marina,2025-05-07,Miercoles,21:00-22:00,no,Paro,67,bajo
Av. la marina,2025-05-07,Miercoles,22:00-23:00,no,Paro,74,bajo
Av. la marina,2025-05-07,Miercoles,23:00-00:00,no,Paro,37,muy bajo
Av. abancay,2025-05-07,Miercoles,00:00-01:00,no,Paro,11,muy bajo
Av. abancay,2025-05-07,Miercoles,01:00-02:00,no,Paro,6,muy bajo
Av. abancay,2025-05-07,Miercoles,02:00-03:00,no,Paro,10,muy bajo
Av. abancay,2025-05-07,Miercoles,03:00-04:00,no,Paro,20,muy bajo
Av. abancay,2025-05-07,Miercoles,04:00-05:00,no,Paro,20,muy bajo
Av. abancay,2025-05-07,Miercoles,05:00-06:00,no,Paro,98,bajo
Av. abancay,2025-05-07,Miercoles,06:00-07:00,no,Paro,113,bajo
Av. abancay,2025-05-07,Miercoles,07:00-08:00,no,Paro,57,bajo
Av. abancay,2025-05-07,Miercoles,08:00-09:00,no,Paro,86,bajo
Av. abancay,2025-05-07,Miercoles,09:00-10:00,no,Paro,68,bajo
Av. abancay,2025-05-07,Miercoles,10:00-11:00,no,Paro,79,bajo
Av. abancay,2025-05-07,Miercoles,11:00-12:00,no,Paro,56,bajo
Av. abancay,2025-05-07,Miercoles,12:00-13:00,no,Paro,79,bajo
Av. abancay,2025-05-07,Miercoles,13:00-14:00,no,Paro,73,bajo
Av. abancay,2025-05-07,Miercoles,14:00-15:00,no,Paro,90,bajo
Av. abancay,2025-05-07,Miercoles,15:00-16:00,no,Paro,59,bajo
Av. abancay,2025-05-07,Miercoles,16:00-17:00,no,Paro,72,bajo
Av. abancay,2025-05-07,Miercoles,17:00-18:00,no,Paro,142,regular
Av. abancay,2025-05-07,Miercoles,18:00-19:00,no,Paro,120,bajo
Av. abancay,2025-05-07,Miercoles,19:00-20:00,no,Paro,101,bajo
Av. abancay,2025-05-07,Miercoles,20:00-21:00,no,Paro,95,bajo
Av. abancay,2025-05-07,Miercoles,21:00-22:00,no,Paro,59,bajo
Av. abancay,2025-05-07,Miercoles,22:00-23:00,no,Paro,56,bajo
Av. abancay,2025-05-07,Miercoles,23:00-00:00,no,Paro,46,muy bajo
Av. mexico,2025-05-07,Miercoles,00:00-01:00,no,Paro,16,muy bajo
Av. mexico,2025-05-07,Miercoles,01:00-02:00,no,Paro,19,muy bajo
Av. mexico,2025-05-07,Miercoles,02:00-03:00,no,Paro,18,muy bajo
Av. mexico,2025-05-07,Miercoles,03:00-04:00,no,Paro,18,muy bajo
Av. mexico,2025-05-07,Miercoles,04:00-05:00,no,Paro,5,muy bajo
Av. mexico,2025-05-07,Miercoles,05:00-06:00,no,Paro,67,bajo
Av. mexico,2025-05-07,Miercoles,06:00-07:00,no,Paro,102,bajo
Av. mexico,2025-05-07,Miercoles,07:00-08:00,no,Paro,84,bajo
Av. mexico,2025-05-07,Miercoles,08:00-09:00,no,Paro,65,bajo
Av. mexico,2025-05-07,Miercoles,09:00-10:00,no,Paro,86,bajo
Av. mexico,2025-05-07,Miercoles,10:00-11:00,no,Paro,69,bajo
Av. mexico,2025-05-07,Miercoles,11:00-12:00,no,Paro,45,muy bajo
Av. mexico,2025-05-07,Miercoles,12:00-13:00,no,Paro,90,bajo
Av. mexico,2025-05-07,Miercoles,13:00-14:00,no,Paro,64,bajo
Av. mexico,2025-05-07,Miercoles,14:00-15:00,no,Paro,56,bajo
Av. mexico,2025-05-07,Miercoles,15:00-16:00,no,Paro,82,bajo
Av. mexico,2025-05-07,Miercoles,16:00-17:00,no,Paro,68,bajo
Av. mexico,2025-05-07,Miercoles,17:00-18:00,no,Paro,122,regular
Av. mexico,2025-05-07,Miercoles,18:00-19:00,no,Paro,97,bajo
Av. mexico,2025-05-07,Miercoles,19:00-20:00,no,Paro,115,bajo
Av. mexico,2025-05-07,Miercoles,20:00-21:00,no,Paro,129,regular
Av. mexico,2025-05-07,Miercoles,21:00-22:00,no,Paro,64,bajo
Av. mexico,2025-05-07,Miercoles,22:00-23:00,no,Paro,59,bajo
Av. mexico,2025-05-07,Miercoles,23:00-00:00,no,Paro,58,bajo
Av. argentina,2025-05-07,Miercoles,00:00-01:00,no,Paro,19,muy bajo
Av. argentina,2025-05-07,Miercoles,01:00-02:00,no,Paro,13,muy bajo
Av. argentina,2025-05-07,Miercoles,02:00-03:00,no,Paro,7,muy bajo
Av. argentina,2025-05-07,Miercoles,03:00-04:00,no,Paro,22,muy bajo
Av. argentina,2025-05-07,Miercoles,04:00-05:00,no,Paro,23,muy bajo
Av. argentina,2025-05-07,Miercoles,05:00-06:00,no,Paro,59,bajo
Av. argentina,2025-05-07,Miercoles,06:00-07:00,no,Paro,118,bajo
Av. argentina,2025-05-07,Miercoles,07:00-08:00,no,Paro,89,bajo
Av. argentina,2025-05-07,Miercoles,08:00-09:00,no,Paro,57,bajo
Av. argentina,2025-05-07,Miercoles,09:00-10:00,no,Paro,74,bajo
Av. argentina,2025-05-07,Miercoles,10:00-11:00,no,Paro,47,muy bajo
Av. argentina,2025-05-07,Miercoles,11:00-12:00,no,Paro,75,bajo
Av. argentina,2025-05-07,Miercoles,12:00-13:00,no,Paro,67,bajo
Av. argentina,2025-05-07,Miercoles,13:00-14:00,no,Paro,63,bajo
Av. argentina,2025-05-07,Miercoles,14:00-15:00,no,Paro,53,bajo
Av. argentina,2025-05-07,Miercoles,15:00-16:00,no,Paro,50,muy bajo
Av. argentina,2025-05-07,Miercoles,16:00-17:00,no,Paro,81,bajo
Av. argentina,2025-05-07,Miercoles,17:00-18:00,no,Paro,111,bajo
Av. argentina,2025-05-07,Miercoles,18:00-19:00,no,Paro,108,bajo
Av. argentina,2025-05-07,Miercoles,19:00-20:00,no,Paro,95,bajo
Av. argentina,2025-05-07,Miercoles,20:00-21:00,no,Paro,106,bajo
Av. argentina,2025-05-07,Miercoles,21:00-22:00,no,Paro,31,muy bajo
Av. argentina,2025-05-07,Miercoles,22:00-23:00,no,Paro,33,muy bajo
Av. argentina,2025-05-07,Miercoles,23:00-00:00,no,Paro,33,muy bajo
Av. venezuela,2025-05-07,Miercoles,00:00-01:00,no,Paro,19,muy bajo
Av. venezuela,2025-05-07,Miercoles,01:00-02:00,no,Paro,10,muy bajo
Av. venezuela,2025-05-07,Miercoles,02:00-03:00,no,Paro,11,muy bajo
Av. venezuela,2025-05-07,Miercoles,03:00-04:00,no,Paro,18,muy bajo
Av. venezuela,2025-05-07,Miercoles,04:00-05:00,no,Paro,19,muy bajo
Av. venezuela,2025-05-07,Miercoles,05:00-06:00,no,Paro,55,bajo
Av. venezuela,2025-05-07,Miercoles,06:00-07:00,no,Paro,83,bajo
Av. venezuela,2025-05-07,Miercoles,07:00-08:00,no,Paro,81,bajo
Av. venezuela,2025-05-07,Miercoles,08:00-09:00,no,Paro,88,bajo
Av. venezuela,2025-05-07,Miercoles,09:00-10:00,no,Paro,78,bajo
Av. venezuela,2025-05-07,Miercoles,10:00-11:00,no,Paro,65,bajo
Av. venezuela,2025-05-07,Miercoles,11:00-12:00,no,Paro,73,bajo
Av. venezuela,2025-05-07,Miercoles,12:00-13:00,no,Paro,77,bajo
Av. venezuela,2025-05-07,Miercoles,13:00-14:00,no,Paro,60,bajo
Av. venezuela,2025-05-07,Miercoles,14:00-15:00,no,Paro,89,bajo
Av. venezuela,2025-05-07,Miercoles,15:00-16:00,no,Paro,51,bajo
Av. venezuela,2025-05-07,Miercoles,16:00-17:00,no,Paro,81,bajo
Av. venezuela,2025-05-07,Miercoles,17:00-18:00,no,Paro,125,regular
Av. venezuela,2025-05-07,Miercoles,18:00-19:00,no,Paro,75,bajo
Av. venezuela,2025-05-07,Miercoles,19:00-20:00,no,Paro,71,bajo
Av. venezuela,2025-05-07,Miercoles,20:00-21:00,no,Paro,117,bajo
Av. venezuela,2025-05-07,Miercoles,21:00-22:00,no,Paro,70,bajo
Av. venezuela,2025-05-07,Miercoles,22:00-23:00,no,Paro,61,bajo
Av. venezuela,2025-05-07,Miercoles,23:00-00:00,no,Paro,63,bajo
Av. paseo de la república,2025-05-08,Jueves,00:00-01:00,no,ninguno,39,muy bajo
Av. paseo de la república,2025-05-08,Jueves,01:00-02:00,no,ninguno,44,muy bajo
Av. paseo de la república,2025-05-08,Jueves,02:00-03:00,no,ninguno,10,muy bajo
Av. paseo de la república,2025-05-08,Jueves,03:00-04:00,no,ninguno,50,muy bajo
Av. paseo de la república,2025-05-08,Jueves,04:00-05:00,no,ninguno,39,muy bajo
Av. paseo de la república,2025-05-08,Jueves,05:00-06:00,no,ninguno,129,regular
Av. paseo de la república,2025-05-08,Jueves,06:00-07:00,no,ninguno,163,regular
Av. paseo de la república,2025-05-08,Jueves,07:00-08:00,no,ninguno,131,regular
